id,fragility_model_id,reviewer,source,basis,num_observations,reference_id,edp_metric,edp_unit,ds_rank,ds_description,median,beta,probability
D3067.012c-3,D3067.012c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK",,,0.5
D4011.021a-1,D4011.021a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Spraying & Dripping Leakage at joints -  0.02 leaks per 20 ft section of pipe.,1.1,0.4,1.0
D4011.021a-2,D4011.021a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Joints Break - Major Leakage - 0.02 breaks  per 20 ft section of pipe.,2.4,0.5,1.0
D4011.022a-1,D4011.022a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Spraying & Dripping Leakage at joints -  0.02 leaks per 20 ft section of pipe.,1.1,0.4,1.0
D4011.022a-2,D4011.022a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Joints Break - Major Leakage - 0.02 breaks  per 20 ft section of pipe.,2.4,0.5,1.0
D4011.023a-1,D4011.023a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Spraying & Dripping Leakage at joints -  0.02 leaks per 20 ft section of pipe.,1.5,0.4,1.0
D4011.023a-2,D4011.023a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Joints Break - Major Leakage - 0.02 breaks  per 20 ft section of pipe.,2.6,0.4,1.0
D4011.024a-1,D4011.024a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Spraying & Dripping Leakage at joints -  0.02 leaks per 20 ft section of pipe.,1.9,0.4,1.0
D4011.024a-2,D4011.024a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Joints Break - Major Leakage - 0.02 breaks  per 20 ft section of pipe.,3.4,0.4,1.0
D4011.031a-1,D4011.031a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Spraying & Dripping Leakage at drop joints -  0.01 leaks per drop.,0.75,0.4,1.0
D4011.031a-2,D4011.031a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Drop Joints Break - Major Leakage - 0.01 breaks  per drop.,0.95,0.4,1.0
D4011.032a-1,D4011.032a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Spraying & Dripping Leakage at drop joints -  0.01 leaks per drop.,0.75,0.4,1.0
D4011.032a-2,D4011.032a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Drop Joints Break - Major Leakage - 0.01 breaks  per drop.,0.95,0.4,1.0
D4011.033a-1,D4011.033a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Spraying & Dripping Leakage at drop joints -  0.01 leaks per drop.,0.95,0.4,1.0
D4011.034a-1,D4011.034a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Spraying & Dripping Leakage at drop joints -  0.01 leaks per drop.,1.3,0.4,1.0
D4011.041a-1,D4011.041a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Spraying & Dripping Leakage at drop joints -  0.01 leaks per drop.,0.55,0.4,1.0
D4011.041a-2,D4011.041a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Drop Joints Break - Major Leakage - 0.01 breaks  per drop.,0.95,0.4,1.0
D4011.042a-1,D4011.042a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Spraying & Dripping Leakage at drop joints -  0.01 leaks per drop.,0.55,0.4,1.0
D4011.042a-2,D4011.042a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Drop Joints Break - Major Leakage - 0.01 breaks  per drop.,0.95,0.4,1.0
D4011.053a-1,D4011.053a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Spraying & Dripping Leakage at drop joints -  0.01 leaks per drop.,1.5,0.4,1.0
D4011.053a-2,D4011.053a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Drop Joints Break - Major Leakage - 0.01 breaks  per drop.,2.25,0.4,1.0
D4011.054a-1,D4011.054a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Spraying & Dripping Leakage at drop joints -  0.01 leaks per drop.,1.9,0.4,1.0
D4011.054a-2,D4011.054a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Drop Joints Break - Major Leakage - 0.01 breaks  per drop.,3.0,0.4,1.0
D4011.063a-1,D4011.063a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Spraying & Dripping Leakage at drop joints -  0.01 leaks per drop.,0.55,0.4,1.0
D4011.063a-2,D4011.063a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Drop Joints Break - Major Leakage - 0.01 breaks  per drop.,1.3,0.4,1.0
D4011.064a-1,D4011.064a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Spraying & Dripping Leakage at drop joints -  0.01 leaks per drop.,1.1,0.4,1.0
D4011.064a-2,D4011.064a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Drop Joints Break - Major Leakage - 0.01 breaks  per drop.,2.25,0.4,1.0
D4011.071a-1,D4011.071a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Spraying & Dripping Leakage at drop joints -  0.01 leaks per drop.,1.5,0.4,1.0
D4011.071a-2,D4011.071a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Drop Joints Break - Major Leakage - 0.01 breaks  per drop.,2.25,0.4,1.0
D4011.072a-1,D4011.072a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Spraying & Dripping Leakage at drop joints -  0.01 leaks per drop.,1.5,0.4,1.0
D4011.072a-2,D4011.072a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Drop Joints Break - Major Leakage - 0.01 breaks  per drop.,2.25,0.4,1.0
D4011.073a-1,D4011.073a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Spraying & Dripping Leakage at drop joints -  0.01 leaks per drop.,2.6,0.4,1.0
D4011.073a-2,D4011.073a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Drop Joints Break - Major Leakage - 0.01 breaks  per drop.,3.0,0.4,1.0
D4011.074a-1,D4011.074a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Spraying & Dripping Leakage at drop joints -  0.01 leaks per drop.,3.75,0.4,1.0
D4011.074a-2,D4011.074a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Drop Joints Break - Major Leakage - 0.01 breaks  per drop.,4.5,0.4,1.0
D5011.011a-1,D5011.011a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative.",1.01,0.6,1.0
D5011.011b-1,D5011.011b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative.",1.01,0.6,1.0
D5011.011c-1,D5011.011c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative.",1.01,0.6,1.0
D5011.011d-1,D5011.011d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative.",1.01,0.6,1.0
D5011.013a-1,D5011.013a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D5011.013a-2,D5011.013a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D5011.013b-1,D5011.013b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",3.05,0.5,1.0
D5011.013c-1,D5011.013c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D5011.013c-2,D5011.013c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D5011.013c-3,D5011.013c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK.",,,0.5
D5011.013d-1,D5011.013d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D5011.013d-2,D5011.013d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D5011.013e-1,D5011.013e,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",3.05,0.5,1.0
D5011.013f-1,D5011.013f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D5011.013f-2,D5011.013f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D5011.013f-3,D5011.013f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK.",,,0.5
D5011.013g-1,D5011.013g,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D5011.013g-2,D5011.013g,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D5011.013h-1,D5011.013h,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",3.05,0.5,1.0
D5011.013i-1,D5011.013i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D5011.013i-2,D5011.013i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D5011.013i-3,D5011.013i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK.",,,0.5
D5011.013j-1,D5011.013j,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D5011.013j-2,D5011.013j,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D5011.013k-1,D5011.013k,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",3.05,0.5,1.0
D5011.013l-1,D5011.013l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D5011.013l-2,D5011.013l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D5011.013l-3,D5011.013l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK.",,,0.5
D5012.013a-1,D5012.013a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative",0.73,0.45,1.0
D5012.013b-1,D5012.013b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D5012.013b-2,D5012.013b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D5012.013c-1,D5012.013c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",2.5,0.4,1.0
D5012.013d-1,D5012.013d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D5012.013d-2,D5012.013d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D5012.013d-3,D5012.013d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK.",,,0.5
D5012.021a-1,D5012.021a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative.",1.28,0.4,1.0
D5012.021b-1,D5012.021b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative.",1.28,0.4,1.0
D5012.021c-1,D5012.021c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative.",1.28,0.4,1.0
D5012.021d-1,D5012.021d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative.",1.28,0.4,1.0
D5012.023a-1,D5012.023a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D5012.023a-2,D5012.023a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D5012.023b-1,D5012.023b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",2.4,0.4,1.0
D5012.023c-1,D5012.023c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D5012.023c-2,D5012.023c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D5012.023c-3,D5012.023c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK.",,,0.5
D5012.023d-1,D5012.023d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D5012.023d-2,D5012.023d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D5012.023e-1,D5012.023e,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",2.4,0.4,1.0
D5012.023f-1,D5012.023f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D5012.023f-2,D5012.023f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D5012.023f-3,D5012.023f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK.",,,0.5
D5012.023g-1,D5012.023g,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D5012.023g-2,D5012.023g,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D5012.023h-1,D5012.023h,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",2.4,0.4,1.0
D5012.023i-1,D5012.023i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D5012.023i-2,D5012.023i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D5012.023i-3,D5012.023i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK.",,,0.5
D5012.023j-1,D5012.023j,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D5012.023j-2,D5012.023j,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D5012.023k-1,D5012.023k,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",2.4,0.4,1.0
D5012.023l-1,D5012.023l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D5012.023l-2,D5012.023l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D5012.023l-3,D5012.023l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK.",,,0.5
D5012.031a-1,D5012.031a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",2.16,0.45,1.0
D5012.031b-1,D5012.031b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",2.16,0.45,1.0
D5012.031c-1,D5012.031c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",2.16,0.45,1.0
D5012.031d-1,D5012.031d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",2.16,0.45,1.0
D5012.033a-1,D5012.033a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D5012.033a-2,D5012.033a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D5012.033b-1,D5012.033b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",3.05,0.4,1.0
D5012.033c-1,D5012.033c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D5012.033c-2,D5012.033c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D5012.033c-3,D5012.033c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK.",,,0.5
D5012.033d-1,D5012.033d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D5012.033d-2,D5012.033d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D5012.033e-1,D5012.033e,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",3.05,0.4,1.0
D5012.033f-1,D5012.033f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D5012.033f-2,D5012.033f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D5012.033f-3,D5012.033f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK.",,,0.5
D5012.033g-1,D5012.033g,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D5012.033g-2,D5012.033g,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D5012.033h-1,D5012.033h,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",3.05,0.4,1.0
D5012.033i-1,D5012.033i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D5012.033i-2,D5012.033i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D5012.033i-3,D5012.033i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK.",,,0.5
D5012.033j-1,D5012.033j,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D5012.033j-2,D5012.033j,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D5012.033k-1,D5012.033k,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",3.05,0.4,1.0
D5012.033l-1,D5012.033l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D5012.033l-2,D5012.033l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D5012.033l-3,D5012.033l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK.",,,0.5
D5092.011a-1,D5092.011a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative. Batteries fall, crack cases, dislodge conductors, or are otherwise damaged.",1.11,0.6,1.0
D5092.011a-2,D5092.011a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Batteries spill battery acid.,1.11,0.6,0.5
D5092.011a-3,D5092.011a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,Battery rack collapses.,1.11,0.6,0.1
D5092.013a-1,D5092.013a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D5092.013a-2,D5092.013a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D5092.013b-1,D5092.013b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK. Batteries fall, crack cases, dislodge conductors, or are otherwise damaged.",2.32,0.2,1.0
D5092.013b-2,D5092.013b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Batteries spill battery acid.,2.32,0.2,0.5
D5092.013b-3,D5092.013b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,Battery rack collapses.,2.32,0.2,0.1
D5092.013c-1,D5092.013c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D5092.013c-2,D5092.013c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D5092.013c-3,D5092.013c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,Equipment is damaged and inoperative.,,,0.15
D5092.013c-4,D5092.013c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,4,Equipment is damaged and inoperative.,,,0.25
D5092.013c-5,D5092.013c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,5,Equipment is damaged and inoperative.,,,0.1
D5092.021a-1,D5092.021a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",1.07,0.4,0.5
D5092.021a-2,D5092.021a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,"Damaged, inoperative but anchorage is OK. Equipment damaged beyond repair.",1.07,0.4,0.5
D5092.023a-1,D5092.023a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D5092.023a-2,D5092.023a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D5092.023b-1,D5092.023b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",2.7,0.6,0.5
D5092.023b-2,D5092.023b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,"Damaged, inoperative but anchorage is OK. Equipment damaged beyond repair.",2.7,0.6,0.5
D5092.023c-1,D5092.023c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D5092.023c-2,D5092.023c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D5092.023c-3,D5092.023c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,Equipment is damaged and inoperative.,,,0.25
D5092.023c-4,D5092.023c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,4,Equipment is damaged and inoperative.,,,0.25
