id,group_id,reviewer,source,basis,num_observations,reference_id,p58_fragility,nistir_id,comp_type,sub_type,detailing,material,size_class,comp_description,edp_metric,edp_unit,ds_rank,ds_description,median,beta,probability
B2011.102-1,B2011.102,NIST,FEMA P-58,'',,FEM-2018-SEI,B2011.102,B2011,Exterior Wall,'','','','',"Exterior Wall - Light framed wood walls with structural panel sheathing, stucco, hold-downs - Costing for each 100 ft^2 Wall Panel. Assumed framing: 1 SIDE: 3/8"" OSB or 15/32 ply with 8d box nails at 4 to 6 inches along panel edges and 12 inches field nailing. DF #2, 2x4@16 studs. 1 SIDE: 1/2 gypsum board. Panel 8 feet tall, 8 or 16 feet long with or without door and window openings, double top plate, single bottom plate, with hold-downs. Three layer 7/8"" stucco with 1/2-inch chop strand fibers applied over wire mesh fastened with 1.25 -inch long staples.",Story Drift Ratio,Ratio,1,Cracking of stucco.,0.0025,0.44,1.0
B2011.102-2,B2011.102,NIST,FEMA P-58,'',,FEM-2018-SEI,B2011.102,B2011,Exterior Wall,'','','','',"Exterior Wall - Light framed wood walls with structural panel sheathing, stucco, hold-downs - Costing for each 100 ft^2 Wall Panel. Assumed framing: 1 SIDE: 3/8"" OSB or 15/32 ply with 8d box nails at 4 to 6 inches along panel edges and 12 inches field nailing. DF #2, 2x4@16 studs. 1 SIDE: 1/2 gypsum board. Panel 8 feet tall, 8 or 16 feet long with or without door and window openings, double top plate, single bottom plate, with hold-downs. Three layer 7/8"" stucco with 1/2-inch chop strand fibers applied over wire mesh fastened with 1.25 -inch long staples.",Story Drift Ratio,Ratio,2,"Spalling of stucco, separation of stucco and sheathing from studs. ",0.0052,0.3,1.0
B2011.102-3,B2011.102,NIST,FEMA P-58,'',,FEM-2018-SEI,B2011.102,B2011,Exterior Wall,'','','','',"Exterior Wall - Light framed wood walls with structural panel sheathing, stucco, hold-downs - Costing for each 100 ft^2 Wall Panel. Assumed framing: 1 SIDE: 3/8"" OSB or 15/32 ply with 8d box nails at 4 to 6 inches along panel edges and 12 inches field nailing. DF #2, 2x4@16 studs. 1 SIDE: 1/2 gypsum board. Panel 8 feet tall, 8 or 16 feet long with or without door and window openings, double top plate, single bottom plate, with hold-downs. Three layer 7/8"" stucco with 1/2-inch chop strand fibers applied over wire mesh fastened with 1.25 -inch long staples.",Story Drift Ratio,Ratio,3,"Fracture of studs, major sill plate cracking.",0.0252,0.16,1.0
B2011.111-1,B2011.111,NIST,FEMA P-58,'',,FEM-2018-SEI,B2011.111,B2011,Exterior Wall,'','','','',"Exterior Wall - Light framed wood walls with structural panel sheathing, stucco no hold-downs - Costing for each 100 ft^2 Wall Panel. Assumed framing: 1 SIDE: 3/8"" OSB or 15/32 ply with 8d box nails at 4 to 6 inches along panel edges and 12 inches field nailing. DF #2, 2x4@16 studs. 1 SIDE: 1/2 gypsum board. Panel 8 feet tall, 8 or 16 feet long with or without door and window openings, double top plate, single bottom plate, with no hold-downs. Three layer 7/8"" stucco with 1/2-inch chop strand fibers applied over wire mesh fastened with 1.25 -inch long staples.",Story Drift Ratio,Ratio,1,Cracking of stucco.,0.0017,0.5,1.0
B2011.111-2,B2011.111,NIST,FEMA P-58,'',,FEM-2018-SEI,B2011.111,B2011,Exterior Wall,'','','','',"Exterior Wall - Light framed wood walls with structural panel sheathing, stucco no hold-downs - Costing for each 100 ft^2 Wall Panel. Assumed framing: 1 SIDE: 3/8"" OSB or 15/32 ply with 8d box nails at 4 to 6 inches along panel edges and 12 inches field nailing. DF #2, 2x4@16 studs. 1 SIDE: 1/2 gypsum board. Panel 8 feet tall, 8 or 16 feet long with or without door and window openings, double top plate, single bottom plate, with no hold-downs. Three layer 7/8"" stucco with 1/2-inch chop strand fibers applied over wire mesh fastened with 1.25 -inch long staples.",Story Drift Ratio,Ratio,2,"Spalling of stucco, separation of stucco and sheathing from studs. ",0.0035,0.4,1.0
B2011.111-3,B2011.111,NIST,FEMA P-58,'',,FEM-2018-SEI,B2011.111,B2011,Exterior Wall,'','','','',"Exterior Wall - Light framed wood walls with structural panel sheathing, stucco no hold-downs - Costing for each 100 ft^2 Wall Panel. Assumed framing: 1 SIDE: 3/8"" OSB or 15/32 ply with 8d box nails at 4 to 6 inches along panel edges and 12 inches field nailing. DF #2, 2x4@16 studs. 1 SIDE: 1/2 gypsum board. Panel 8 feet tall, 8 or 16 feet long with or without door and window openings, double top plate, single bottom plate, with no hold-downs. Three layer 7/8"" stucco with 1/2-inch chop strand fibers applied over wire mesh fastened with 1.25 -inch long staples.",Story Drift Ratio,Ratio,3,"Fracture of studs, major sill plate cracking.",0.017,0.4,1.0
B2011.121-1,B2011.121,NIST,FEMA P-58,'',,FEM-2018-SEI,B2011.121,B2011,Exterior Wall,'','','','',"Exterior Wall - Light framed wood walls with structural panel sheathing, gypsum wallboard and hold-downs - Costing for each 100 ft^2 Wall Panel. Assumed framing: 1 SIDE: 3/8"" OSB or 15/32 ply with 8d box nails at 4 to 6 inches along panel edges and 12 inches field nailing. DF #2, 2x4@16 studs. 1 SIDE: 1/2 gypsum board. Panel 8 feet tall, 8 or 16 feet long with or without door and window openings, double top plate, single bottom plate, with hold-downs.",Story Drift Ratio,Ratio,1,Slight separation of sheathing or nails which come loose.,0.015,0.4,1.0
B2011.121-2,B2011.121,NIST,FEMA P-58,'',,FEM-2018-SEI,B2011.121,B2011,Exterior Wall,'','','','',"Exterior Wall - Light framed wood walls with structural panel sheathing, gypsum wallboard and hold-downs - Costing for each 100 ft^2 Wall Panel. Assumed framing: 1 SIDE: 3/8"" OSB or 15/32 ply with 8d box nails at 4 to 6 inches along panel edges and 12 inches field nailing. DF #2, 2x4@16 studs. 1 SIDE: 1/2 gypsum board. Panel 8 feet tall, 8 or 16 feet long with or without door and window openings, double top plate, single bottom plate, with hold-downs.",Story Drift Ratio,Ratio,2,"Permanent rotation of sheathing, tear out of nails or sheathing.",0.0262,0.19,1.0
B2011.121-3,B2011.121,NIST,FEMA P-58,'',,FEM-2018-SEI,B2011.121,B2011,Exterior Wall,'','','','',"Exterior Wall - Light framed wood walls with structural panel sheathing, gypsum wallboard and hold-downs - Costing for each 100 ft^2 Wall Panel. Assumed framing: 1 SIDE: 3/8"" OSB or 15/32 ply with 8d box nails at 4 to 6 inches along panel edges and 12 inches field nailing. DF #2, 2x4@16 studs. 1 SIDE: 1/2 gypsum board. Panel 8 feet tall, 8 or 16 feet long with or without door and window openings, double top plate, single bottom plate, with hold-downs.",Story Drift Ratio,Ratio,3,"Fracture of studs, major sill plate cracking.",0.0369,0.2,1.0
B2011.131-1,B2011.131,NIST,FEMA P-58,'',,FEM-2018-SEI,B2011.131,B2011,Exterior Wall,'','','','',Exterior Wall - Wood walls with diagonal let-in bracing - Costing for each 100 ft^2 Wall Panel. Assumed framing: Stud wall framing consists of 2 x 4’s at 16 inches on center with double top plates and single sill plate. Diagonal bracing includes 2 forms. Block-bracing consists of diagonal blocking between studs that extends from the top of one edge of the panel to the bottom of the opposite edge. Diagonal bracing may also consist of let-in bracing for which a 1x or 2x brace (with same inclination as described for block-bracing) is recessed into studs. Walls may be sheathed with horizontal or vertical lumber siding.,Story Drift Ratio,Ratio,1,Failure of diagonal bracing.,0.01,0.4,1.0
B2011.201a-1,B2011.201a,NIST,FEMA P-58,'',,FEM-2018-SEI,B2011.201a,B2011,Precast Concrete Panels,'','','','',Precast Concrete Panels 4.5 inches thick - in plane deformation - Costing is based upon 30'x13' panels.,Story Drift Ratio,Ratio,1,"Cladding units damaged by impact at corners at  column covers.  Damage in field is either attributed to natural edge chipping / damage,  or is deemed to not warrant full repair.  Repair assumes cosmetic chip patching.",,,0.5
B2011.201a-2,B2011.201a,NIST,FEMA P-58,'',,FEM-2018-SEI,B2011.201a,B2011,Precast Concrete Panels,'','','','',Precast Concrete Panels 4.5 inches thick - in plane deformation - Costing is based upon 30'x13' panels.,Story Drift Ratio,Ratio,2,Cladding units damaged by impact at corners at  column covers.,,,0.5
B2011.201b-1,B2011.201b,NIST,FEMA P-58,'',,FEM-2018-SEI,B2011.201b,B2011,Precast Concrete Panels,'','','','',Precast Concrete Panels 4.5 inches thick - out of plane deformation - Costing is based upon 30'x13' panels.,"Peak Floor Acceleration, horizontal",g,1,Cladding units damaged by out of plane anchorage failure.  Unit requires replacement.,,,1.0
B2022.001-1,B2022.001,NIST,FEMA P-58,'',,FEM-2018-SEI,B2022.001,B2022,Curtain Walls,'','','','',"Curtain Walls - Generic Midrise Stick-Built Curtain wall, Config: Monolithic, Lamination: Unknown, Glass Type: Unknown, Details: Aspect ratio = 6:5, Other details Unknown - None",Story Drift Ratio,Ratio,1,Glass cracking.,0.0338,0.4,1.0
B2022.001-2,B2022.001,NIST,FEMA P-58,'',,FEM-2018-SEI,B2022.001,B2022,Curtain Walls,'','','','',"Curtain Walls - Generic Midrise Stick-Built Curtain wall, Config: Monolithic, Lamination: Unknown, Glass Type: Unknown, Details: Aspect ratio = 6:5, Other details Unknown - None",Story Drift Ratio,Ratio,2,Glass falls from frame.,0.0383,0.4,1.0
B2022.002-1,B2022.002,NIST,FEMA P-58,'',,FEM-2018-SEI,B2022.002,B2022,Curtain Walls,'','','','',"Curtain Walls - Generic Midrise Stick-Built Curtain wall, Config: Insulating Glass Units (dual pane), Lamination: Unknown, Glass Type: Unknown, Details: Aspect ratio = 6:5, Other details Unknown - None",Story Drift Ratio,Ratio,1,Glass cracking.,0.021,0.45,1.0
B2022.002-2,B2022.002,NIST,FEMA P-58,'',,FEM-2018-SEI,B2022.002,B2022,Curtain Walls,'','','','',"Curtain Walls - Generic Midrise Stick-Built Curtain wall, Config: Insulating Glass Units (dual pane), Lamination: Unknown, Glass Type: Unknown, Details: Aspect ratio = 6:5, Other details Unknown - None",Story Drift Ratio,Ratio,2,Glass falls from frame.,0.024,0.45,1.0
B2022.011-1,B2022.011,NIST,FEMA P-58,'',,FEM-2018-SEI,B2022.011,B2022,Curtain Walls,'','','','',"Midrise stick-built curtain wall, Config: Asymmetric insulating glass units (dual-pane, unequal-thickness IGU), Lamination: Laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) inner AN / 1/2 in. (13 mm) outer AN LAM (0.030 PVB) IGU; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = dry - None",Story Drift Ratio,Ratio,1,Gasket seal failure.,0.026,0.25,1.0
B2022.011-2,B2022.011,NIST,FEMA P-58,'',,FEM-2018-SEI,B2022.011,B2022,Curtain Walls,'','','','',"Midrise stick-built curtain wall, Config: Asymmetric insulating glass units (dual-pane, unequal-thickness IGU), Lamination: Laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) inner AN / 1/2 in. (13 mm) outer AN LAM (0.030 PVB) IGU; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = dry - None",Story Drift Ratio,Ratio,2,Glass cracking.,0.0268,0.25,1.0
B2022.011-3,B2022.011,NIST,FEMA P-58,'',,FEM-2018-SEI,B2022.011,B2022,Curtain Walls,'','','','',"Midrise stick-built curtain wall, Config: Asymmetric insulating glass units (dual-pane, unequal-thickness IGU), Lamination: Laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) inner AN / 1/2 in. (13 mm) outer AN LAM (0.030 PVB) IGU; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = dry - None",Story Drift Ratio,Ratio,3,Glass falls out.,0.0339,0.25,1.0
B2022.021-1,B2022.021,NIST,FEMA P-58,'',,FEM-2018-SEI,B2022.021,B2022,Curtain Walls,'','','','',"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN LAM (0.030 PVB); glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = dry - None",Story Drift Ratio,Ratio,1,Glass cracking.,0.0156,0.35,1.0
B2022.021-2,B2022.021,NIST,FEMA P-58,'',,FEM-2018-SEI,B2022.021,B2022,Curtain Walls,'','','','',"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN LAM (0.030 PVB); glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = dry - None",Story Drift Ratio,Ratio,2,Glass falls from frame.,0.0561,0.3,1.0
B2022.022-1,B2022.022,NIST,FEMA P-58,'',,FEM-2018-SEI,B2022.022,B2022,Curtain Walls,'','','','',"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN laminated, 2-sided SSG, Center Panel; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = wet - None",Story Drift Ratio,Ratio,1,Glass cracking.,0.0392,0.29,1.0
B2022.022-2,B2022.022,NIST,FEMA P-58,'',,FEM-2018-SEI,B2022.022,B2022,Curtain Walls,'','','','',"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN laminated, 2-sided SSG, Center Panel; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = wet - None",Story Drift Ratio,Ratio,2,Glass falls from frame.,0.0434,0.25,1.0
B2022.023-1,B2022.023,NIST,FEMA P-58,'',,FEM-2018-SEI,B2022.023,B2022,Curtain Walls,'','','','',"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN laminated, 2-sided SSG, Outside Panel; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = wet - None",Story Drift Ratio,Ratio,1,Glass cracking.,0.0347,0.26,1.0
B2022.023-2,B2022.023,NIST,FEMA P-58,'',,FEM-2018-SEI,B2022.023,B2022,Curtain Walls,'','','','',"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN laminated, 2-sided SSG, Outside Panel; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = wet - None",Story Drift Ratio,Ratio,2,Glass falls from frame.,0.04,0.6,1.0
B2022.031-1,B2022.031,NIST,FEMA P-58,'',,FEM-2018-SEI,B2022.031,B2022,Curtain Walls,'','','','',"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Not laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN monolithic; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = dry - None",Story Drift Ratio,Ratio,1,Glass cracking.,0.0138,0.25,1.0
B2022.031-2,B2022.031,NIST,FEMA P-58,'',,FEM-2018-SEI,B2022.031,B2022,Curtain Walls,'','','','',"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Not laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN monolithic; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = dry - None",Story Drift Ratio,Ratio,2,Glass falls from frame.,0.0219,0.3,1.0
B2022.032-1,B2022.032,NIST,FEMA P-58,'',,FEM-2018-SEI,B2022.032,B2022,Curtain Walls,'','','','',"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Not laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN monolithic; glass-frame clearance = 0 in. (0 mm); aspect ratio = 6:5 sealant = dry - None",Story Drift Ratio,Ratio,1,Glass cracking.,0.0088,0.25,1.0
B2022.032-2,B2022.032,NIST,FEMA P-58,'',,FEM-2018-SEI,B2022.032,B2022,Curtain Walls,'','','','',"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Not laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN monolithic; glass-frame clearance = 0 in. (0 mm); aspect ratio = 6:5 sealant = dry - None",Story Drift Ratio,Ratio,2,Glass falls from frame.,0.0108,0.25,1.0
B2022.033-1,B2022.033,NIST,FEMA P-58,'',,FEM-2018-SEI,B2022.033,B2022,Curtain Walls,'','','','',"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Not laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN monolithic; glass-frame clearance = 0.13 in. (3 mm); aspect ratio = 6:5 sealant = dry - None",Story Drift Ratio,Ratio,1,Glass cracking.,0.0084,0.25,1.0
B2022.033-2,B2022.033,NIST,FEMA P-58,'',,FEM-2018-SEI,B2022.033,B2022,Curtain Walls,'','','','',"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Not laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN monolithic; glass-frame clearance = 0.13 in. (3 mm); aspect ratio = 6:5 sealant = dry - None",Story Drift Ratio,Ratio,2,Glass falls from frame.,0.0107,0.35,1.0
B2022.034-1,B2022.034,NIST,FEMA P-58,'',,FEM-2018-SEI,B2022.034,B2022,Curtain Walls,'','','','',"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Not laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN monolithic; glass-frame clearance = 0.25 in. (6 mm); aspect ratio = 6:5 sealant = dry - None",Story Drift Ratio,Ratio,1,Glass cracking.,0.0147,0.25,1.0
B2022.034-2,B2022.034,NIST,FEMA P-58,'',,FEM-2018-SEI,B2022.034,B2022,Curtain Walls,'','','','',"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Not laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN monolithic; glass-frame clearance = 0.25 in. (6 mm); aspect ratio = 6:5 sealant = dry - None",Story Drift Ratio,Ratio,2,Glass falls from frame.,0.0164,0.25,1.0
