id,reference_id,specimen,reviewer,nistir_id,p58_db,p58_fragility,comp_type,sub_type,detailing,material,size_class,test_type,loading_protocol,peak_test_amplitude,location,design_objective,comp_description,ds_description,proir_damage,is_repaired,edp_metric,edp_unit,edp_value,alt_edp_metric,alt_edp_unit,alt_edp_value,ds_rank,ds_class,notes
exp1061a,PAN-2016-FUL,48,NIST,,FALSE,'',Ceilings ,Grid/tiled,'','','',"Dynamic, uniaxial",DEN100,Peak base input acceleration = 0.80g,"NHERI, U of California San Diego","PIDR = 2.5% for building. Ceiling design with minimal or no seismic provisions, compression braces not used. Seismic design category A","Drywall Ceilings: ceilings attached to 7/8"" wall molding, no limits on clearance between ceiling and walls, no perimeter wires or bracing used.","Buckling of supporting tees near the perimeter, failure of spreader bars and collapse of approximately 20% ceiling tiles",Yes,0,"Peak Floor Acceleration, horizontal",g,0.68,'','',,3,Consequential,''
exp1062a,PAN-2016-FUL,48,NIST,,FALSE,'',Ceilings ,Grid/tiled,'','','',"Dynamic, uniaxial",DEN100,Peak base input acceleration = 0.80g,"NHERI, U of California San Diego","PIDR = 2.5% for building. Ceiling design with minimal or no seismic provisions, compression braces not used. Seismic design category C","Drywall Ceilings: ceilings attached to 7/8"" wall molding, no limits on clearance between ceiling and walls, no perimeter wires or bracing used.","Buckling of supporting tees near the perimeter, failure of spreader bars and collapse of approximately 20% ceiling tiles",Yes,0,"Peak Floor Acceleration, horizontal",g,0.68,'','',,3,Consequential,''
exp1070a,PAN-2016-FUL,Partition walls: Level 5,NIST,C1011,TRUE,'',Internal Partition Walls,Full height,'',CFS,'',"Dynamic, uniaxial",ICA140  (BI -7),"100% scale 
Peak inter-story drift =0.34%
Peak floor acceleration = 0.26g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Joint tape cracking,'',0,Story Drift Ratio,Ratio,0.00064,'','',,1,Inconsequential,''
exp1071a,PAN-2016-FUL,Partition walls: Level 5,NIST,C1011,TRUE,'',Internal Partition Walls,Full height,'',CFS,'',"Dynamic, uniaxial",ICA50  (FB -3),"100% scale
Peak inter-story drift =0.94%
Peak floor acceleration = 0.58g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Extensive crushing of the gypsum boards and gap opening between gypsum panels. especially in regions where interaction of the partition walls with other components was imminent,'',0,Story Drift Ratio,Ratio,0.00217,'','',,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1072a,PAN-2016-FUL,Partition walls: Level 5,NIST,C1011,TRUE,'',Internal Partition Walls,Full height,'',CFS,'',"Dynamic, uniaxial",DEN67 ( FB-5),"100% scale
Peak inter-story drift =2.75%
Peak floor acceleration = 0.99g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,'',0,Story Drift Ratio,Ratio,0.0054,'','',,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1073a,PAN-2016-FUL,Partition walls: Level 5,NIST,C1011,TRUE,'',Internal Partition Walls,Full height,'',CFS,'',"Dynamic, uniaxial",DEN100 (FB-6),"100% scale
Peak inter-story drift =5.99%
Peak floor acceleration = 0.90g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,'',0,Story Drift Ratio,Ratio,0.0066,'','',,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1074a,PAN-2016-FUL,Partition walls: Level 4,NIST,C1011,TRUE,'',Internal Partition Walls,Full height,'',CFS,'',"Dynamic, uniaxial",ICA140  (BI -7),"100% scale 
Peak inter-story drift =0.34%
Peak floor acceleration = 0.26g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,gypsum board crushing and damage to the screws around the bottom track,'',0,Story Drift Ratio,Ratio,0.00153,'','',,2,Inconsequential,''
exp1075a,PAN-2016-FUL,Partition walls: Level 4,NIST,C1011,TRUE,'',Internal Partition Walls,Full height,'',CFS,'',"Dynamic, uniaxial",ICA50  (FB -3),"100% scale
Peak inter-story drift =0.94%
Peak floor acceleration = 0.58g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Extensive crushing of the gypsum boards and gap opening between gypsum panels. especially in regions where interaction of the partition walls with other components was imminent,'',0,Story Drift Ratio,Ratio,0.00411,'','',,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1076a,PAN-2016-FUL,Partition walls: Level 4,NIST,C1011,TRUE,'',Internal Partition Walls,Full height,'',CFS,'',"Dynamic, uniaxial",DEN67 ( FB-5),"100% scale
Peak inter-story drift =2.75%
Peak floor acceleration = 0.99g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,'',0,Story Drift Ratio,Ratio,0.01087,'','',,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1077a,PAN-2016-FUL,Partition walls: Level 4,NIST,C1011,TRUE,'',Internal Partition Walls,Full height,'',CFS,'',"Dynamic, uniaxial",DEN100 (FB-6),"100% scale
Peak inter-story drift =5.99%
Peak floor acceleration = 0.90g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,'',0,Story Drift Ratio,Ratio,0.01281,'','',,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1078a,PAN-2016-FUL,Partition walls: Level 3,NIST,C1011,TRUE,'',Internal Partition Walls,Full height,'',CFS,'',"Dynamic, uniaxial",ICA140  (BI -7),"100% scale 
Peak inter-story drift =0.34%
Peak floor acceleration = 0.26g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Joint tape cracking,'',0,Story Drift Ratio,Ratio,0.00169,'','',,1,Inconsequential,''
exp1079a,PAN-2016-FUL,Partition walls: Level 3,NIST,C1011,TRUE,'',Internal Partition Walls,Full height,'',CFS,'',"Dynamic, uniaxial",ICA50  (FB -3),"100% scale
Peak inter-story drift =0.94%
Peak floor acceleration = 0.58g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Extensive crushing of the gypsum boards and gap opening between gypsum panels. especially in regions where interaction of the partition walls with other components was imminent,'',0,Story Drift Ratio,Ratio,0.0066,'','',,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1080a,PAN-2016-FUL,Partition walls: Level 3,NIST,C1011,TRUE,'',Internal Partition Walls,Full height,'',CFS,'',"Dynamic, uniaxial",DEN67 ( FB-5),"100% scale
Peak inter-story drift =2.75%
Peak floor acceleration = 0.99g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,'',0,Story Drift Ratio,Ratio,0.0207,'','',,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1081a,PAN-2016-FUL,Partition walls: Level 3,NIST,C1011,TRUE,'',Internal Partition Walls,Full height,'',CFS,'',"Dynamic, uniaxial",DEN100 (FB-6),"100% scale
Peak inter-story drift =5.99%
Peak floor acceleration = 0.90g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Complete detachment of the gypsum boards from the CFS studs,'',0,Story Drift Ratio,Ratio,0.03544,'','',,3,Consequential,''
exp1082a,PAN-2016-FUL,Partition walls: Level 2,NIST,C1011,TRUE,'',Internal Partition Walls,Full height,'',CFS,'',"Dynamic, uniaxial",ICA140  (BI -7),"100% scale 
Peak inter-story drift =0.34%
Peak floor acceleration = 0.26g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Joint tape cracking,'',0,Story Drift Ratio,Ratio,0.00322,'','',,1,Inconsequential,''
exp1083a,PAN-2016-FUL,Partition walls: Level 2,NIST,C1011,TRUE,'',Internal Partition Walls,Full height,'',CFS,'',"Dynamic, uniaxial",ICA50  (FB -3),"100% scale
Peak inter-story drift =0.94%
Peak floor acceleration = 0.58g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Extensive crushing of the gypsum boards and gap opening between gypsum panels. especially in regions where interaction of the partition walls with other components was imminent,'',0,Story Drift Ratio,Ratio,0.00942,'','',,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1084a,PAN-2016-FUL,Partition walls: Level 2,NIST,C1011,TRUE,'',Internal Partition Walls,Full height,'',CFS,'',"Dynamic, uniaxial",DEN67 ( FB-5),"100% scale
Peak inter-story drift =2.75%
Peak floor acceleration = 0.99g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,'',0,Story Drift Ratio,Ratio,0.02738,'','',,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1085a,PAN-2016-FUL,Partition walls: Level 2,NIST,C1011,TRUE,'',Internal Partition Walls,Full height,'',CFS,'',"Dynamic, uniaxial",DEN100 (FB-6),"100% scale
Peak inter-story drift =5.99%
Peak floor acceleration = 0.90g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Complete detachment of the gypsum boards from the CFS studs,'',0,Story Drift Ratio,Ratio,0.0599,'','',,3,Consequential,''
exp1086a,PAN-2016-FUL,Partition walls: Level 1,NIST,C1011,TRUE,'',Internal Partition Walls,Full height,'',CFS,'',"Dynamic, uniaxial",ICA140  (BI -7),"100% scale 
Peak inter-story drift =0.34%
Peak floor acceleration = 0.26g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Joint tape cracking,'',0,Story Drift Ratio,Ratio,0.00282,'','',,1,Inconsequential,''
exp1087a,PAN-2016-FUL,Partition walls: Level 1,NIST,C1011,TRUE,'',Internal Partition Walls,Full height,'',CFS,'',"Dynamic, uniaxial",ICA50  (FB -3),"100% scale
Peak inter-story drift =0.94%
Peak floor acceleration = 0.58g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Extensive crushing of the gypsum boards and gap opening between gypsum panels. especially in regions where interaction of the partition walls with other components was imminent,'',0,Story Drift Ratio,Ratio,0.00733,'','',,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1088a,PAN-2016-FUL,Partition walls: Level 1,NIST,C1011,TRUE,'',Internal Partition Walls,Full height,'',CFS,'',"Dynamic, uniaxial",DEN67 ( FB-5),"100% scale
Peak inter-story drift =2.75%
Peak floor acceleration = 0.99g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,'',0,Story Drift Ratio,Ratio,0.02634,'','',,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1089a,PAN-2016-FUL,Partition walls: Level 1,NIST,C1011,TRUE,'',Internal Partition Walls,Full height,'',CFS,'',"Dynamic, uniaxial",DEN100 (FB-6),"100% scale
Peak inter-story drift =5.99%
Peak floor acceleration = 0.90g","UCSD, California",advance the understanding of the seismic behavior of NCSs including their dynamic interactions amongst each other and with the structure,1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,'',0,Story Drift Ratio,Ratio,0.0546,'','',,2,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1090a,PAN-2016-FUL,48,NIST,B2030,FALSE,'',Doors,Exterior,Roll-up/Slide-up,Door & frame (not fire-rated),Wood,"Dynamic, uniaxial",ICA100,Peak base input acceleration = 0.26g,"NHERI, U of California San Diego",PIDR = 2.5% for building,"Sectional garage doors, ride-along ceiling plane (2.1m x 2.9m, non-fire rated), open during testing",Moderate damage to balloon framing - no damage to door itself,'',0,Story Drift Ratio,Ratio,0.0116,'','',,1,Inconsequential,''
