id,reference_id,specimen,specimen_inspection_sequence,reviewer,component_id,comp_detail,material,size_class,test_type,loading_protocol,peak_test_amplitude,location,governing_design_standard,design_objective,comp_description,ds_description,prior_damage,prior_damage_repaired,edp_metric,edp_unit,edp_value,alt_edp_metric,alt_edp_unit,alt_edp_value,ds_rank,ds_class,notes
exp1071a,PAN-2016-FUL,Partition walls: Level 5,'',NIST,C1011.A,Full height,CFS,'',"Dynamic, uniaxial",ICA50  (FB -3),"100% scale
Peak inter-story drift =0.94%
Peak floor acceleration = 0.58g","UCSD, California",'','',1. full-scale gypsum board CFS steel partitions.,Extensive crushing of the gypsum boards and gap opening between gypsum panels. especially in regions where interaction of the partition walls with other components was imminent,'',,Story Drift Ratio,Ratio,0.00217,'','',,2.0,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1072a,PAN-2016-FUL,Partition walls: Level 5,'',NIST,C1011.A,Full height,CFS,'',"Dynamic, uniaxial",DEN67 ( FB-5),"100% scale
Peak inter-story drift =2.75%
Peak floor acceleration = 0.99g","UCSD, California",'','',1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,'',,Story Drift Ratio,Ratio,0.0054,'','',,2.0,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1073a,PAN-2016-FUL,Partition walls: Level 5,'',NIST,C1011.A,Full height,CFS,'',"Dynamic, uniaxial",DEN100 (FB-6),"100% scale
Peak inter-story drift =5.99%
Peak floor acceleration = 0.90g","UCSD, California",'','',1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,'',,Story Drift Ratio,Ratio,0.0066,'','',,2.0,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1074a,PAN-2016-FUL,Partition walls: Level 4,'',NIST,C1011.A,Full height,CFS,'',"Dynamic, uniaxial",ICA140  (BI -7),"100% scale 
Peak inter-story drift =0.34%
Peak floor acceleration = 0.26g","UCSD, California",'','',1. full-scale gypsum board CFS steel partitions.,gypsum board crushing and damage to the screws around the bottom track,'',,Story Drift Ratio,Ratio,0.00153,'','',,2.0,Inconsequential,''
exp1075a,PAN-2016-FUL,Partition walls: Level 4,'',NIST,C1011.A,Full height,CFS,'',"Dynamic, uniaxial",ICA50  (FB -3),"100% scale
Peak inter-story drift =0.94%
Peak floor acceleration = 0.58g","UCSD, California",'','',1. full-scale gypsum board CFS steel partitions.,Extensive crushing of the gypsum boards and gap opening between gypsum panels. especially in regions where interaction of the partition walls with other components was imminent,'',,Story Drift Ratio,Ratio,0.00411,'','',,2.0,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1076a,PAN-2016-FUL,Partition walls: Level 4,'',NIST,C1011.A,Full height,CFS,'',"Dynamic, uniaxial",DEN67 ( FB-5),"100% scale
Peak inter-story drift =2.75%
Peak floor acceleration = 0.99g","UCSD, California",'','',1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,'',,Story Drift Ratio,Ratio,0.01087,'','',,2.0,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1077a,PAN-2016-FUL,Partition walls: Level 4,'',NIST,C1011.A,Full height,CFS,'',"Dynamic, uniaxial",DEN100 (FB-6),"100% scale
Peak inter-story drift =5.99%
Peak floor acceleration = 0.90g","UCSD, California",'','',1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,'',,Story Drift Ratio,Ratio,0.01281,'','',,2.0,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1078a,PAN-2016-FUL,Partition walls: Level 3,'',NIST,C1011.A,Full height,CFS,'',"Dynamic, uniaxial",ICA140  (BI -7),"100% scale 
Peak inter-story drift =0.34%
Peak floor acceleration = 0.26g","UCSD, California",'','',1. full-scale gypsum board CFS steel partitions.,Joint tape cracking,'',,Story Drift Ratio,Ratio,0.00169,'','',,1.0,Inconsequential,''
exp1079a,PAN-2016-FUL,Partition walls: Level 3,'',NIST,C1011.A,Full height,CFS,'',"Dynamic, uniaxial",ICA50  (FB -3),"100% scale
Peak inter-story drift =0.94%
Peak floor acceleration = 0.58g","UCSD, California",'','',1. full-scale gypsum board CFS steel partitions.,Extensive crushing of the gypsum boards and gap opening between gypsum panels. especially in regions where interaction of the partition walls with other components was imminent,'',,Story Drift Ratio,Ratio,0.0066,'','',,2.0,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1080a,PAN-2016-FUL,Partition walls: Level 3,'',NIST,C1011.A,Full height,CFS,'',"Dynamic, uniaxial",DEN67 ( FB-5),"100% scale
Peak inter-story drift =2.75%
Peak floor acceleration = 0.99g","UCSD, California",'','',1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,'',,Story Drift Ratio,Ratio,0.0207,'','',,2.0,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1081a,PAN-2016-FUL,Partition walls: Level 3,'',NIST,C1011.A,Full height,CFS,'',"Dynamic, uniaxial",DEN100 (FB-6),"100% scale
Peak inter-story drift =5.99%
Peak floor acceleration = 0.90g","UCSD, California",'','',1. full-scale gypsum board CFS steel partitions.,Complete detachment of the gypsum boards from the CFS studs,'',,Story Drift Ratio,Ratio,0.03544,'','',,3.0,Consequential,''
exp1082a,PAN-2016-FUL,Partition walls: Level 2,'',NIST,C1011.A,Full height,CFS,'',"Dynamic, uniaxial",ICA140  (BI -7),"100% scale 
Peak inter-story drift =0.34%
Peak floor acceleration = 0.26g","UCSD, California",'','',1. full-scale gypsum board CFS steel partitions.,Joint tape cracking,'',,Story Drift Ratio,Ratio,0.00322,'','',,1.0,Inconsequential,''
exp1083a,PAN-2016-FUL,Partition walls: Level 2,'',NIST,C1011.A,Full height,CFS,'',"Dynamic, uniaxial",ICA50  (FB -3),"100% scale
Peak inter-story drift =0.94%
Peak floor acceleration = 0.58g","UCSD, California",'','',1. full-scale gypsum board CFS steel partitions.,Extensive crushing of the gypsum boards and gap opening between gypsum panels. especially in regions where interaction of the partition walls with other components was imminent,'',,Story Drift Ratio,Ratio,0.00942,'','',,2.0,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1084a,PAN-2016-FUL,Partition walls: Level 2,'',NIST,C1011.A,Full height,CFS,'',"Dynamic, uniaxial",DEN67 ( FB-5),"100% scale
Peak inter-story drift =2.75%
Peak floor acceleration = 0.99g","UCSD, California",'','',1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,'',,Story Drift Ratio,Ratio,0.02738,'','',,2.0,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1085a,PAN-2016-FUL,Partition walls: Level 2,'',NIST,C1011.A,Full height,CFS,'',"Dynamic, uniaxial",DEN100 (FB-6),"100% scale
Peak inter-story drift =5.99%
Peak floor acceleration = 0.90g","UCSD, California",'','',1. full-scale gypsum board CFS steel partitions.,Complete detachment of the gypsum boards from the CFS studs,'',,Story Drift Ratio,Ratio,0.0599,'','',,3.0,Consequential,''
exp1086a,PAN-2016-FUL,Partition walls: Level 1,'',NIST,C1011.A,Full height,CFS,'',"Dynamic, uniaxial",ICA140  (BI -7),"100% scale 
Peak inter-story drift =0.34%
Peak floor acceleration = 0.26g","UCSD, California",'','',1. full-scale gypsum board CFS steel partitions.,Joint tape cracking,'',,Story Drift Ratio,Ratio,0.00282,'','',,1.0,Inconsequential,''
exp1087a,PAN-2016-FUL,Partition walls: Level 1,'',NIST,C1011.A,Full height,CFS,'',"Dynamic, uniaxial",ICA50  (FB -3),"100% scale
Peak inter-story drift =0.94%
Peak floor acceleration = 0.58g","UCSD, California",'','',1. full-scale gypsum board CFS steel partitions.,Extensive crushing of the gypsum boards and gap opening between gypsum panels. especially in regions where interaction of the partition walls with other components was imminent,'',,Story Drift Ratio,Ratio,0.00733,'','',,2.0,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1088a,PAN-2016-FUL,Partition walls: Level 1,'',NIST,C1011.A,Full height,CFS,'',"Dynamic, uniaxial",DEN67 ( FB-5),"100% scale
Peak inter-story drift =2.75%
Peak floor acceleration = 0.99g","UCSD, California",'','',1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,'',,Story Drift Ratio,Ratio,0.02634,'','',,2.0,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1089a,PAN-2016-FUL,Partition walls: Level 1,'',NIST,C1011.A,Full height,CFS,'',"Dynamic, uniaxial",DEN100 (FB-6),"100% scale
Peak inter-story drift =5.99%
Peak floor acceleration = 0.90g","UCSD, California",'','',1. full-scale gypsum board CFS steel partitions.,Gypsum crushing at the bottom boundary.,'',,Story Drift Ratio,Ratio,0.0546,'','',,2.0,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision
exp1090a,PAN-2016-FUL,48.0,'',NIST,B2030.B,Roll-up/Slide-up - Not fire-rated,Wood,'',"Dynamic, uniaxial",ICA100,Peak base input acceleration = 0.26g,"NHERI, U of California San Diego",'',PIDR = 2.5% for building,"Sectional garage doors, ride-along ceiling plane (2.1m x 2.9m, non-fire rated), open during testing",Moderate damage to balloon framing - no damage to door itself,'',,Story Drift Ratio,Ratio,0.0116,'','',,1.0,Inconsequential,''
exp1093a,PAN-2016-FUL,48.0,'',NIST,B2030.B,Roll-up/Slide-up - Not fire-rated,Metal,'',"Dynamic, uniaxial",ICA100,Peak base input acceleration = 0.26g,"NHERI, U of California San Diego",'',PIDR = 2.5% for building,"Steel roll-up doors (2.1m x 2.9m, non-fire rated), open during testing",Moderate damage to balloon framing - no damage to door itself,'',,Story Drift Ratio,Ratio,0.0116,'','',,1.0,Inconsequential,''
exp1096a,PAN-2016-FUL,48.0,'',NIST,B2030.B,Roll-up/Slide-up - Not fire-rated,Metal,'',"Dynamic, uniaxial",ICA100,Peak base input acceleration = 0.26g,"NHERI, U of California San Diego",'',PIDR = 2.5% for building,"Steel roll-up doors (2.1m x 2.9m, non-fire rated), closed during testing",Moderate damage to balloon framing - no damage to door itself,'',,Story Drift Ratio,Ratio,0.0116,'','',,1.0,Inconsequential,''
exp1099a,PAN-2016-FUL,48.0,'',NIST,B2030.B,Roll-up/Slide-up - Not fire-rated,Wood,'',"Dynamic, uniaxial",ICA100,Peak base input acceleration = 0.26g,"NHERI, U of California San Diego",'',PIDR = 2.5% for building,"Sectional garage doors, ride-along ceiling plane (2.1m x 2.9m, non-fire rated), closed during testing",Moderate damage to balloon framing - no damage to door itself,'',,Story Drift Ratio,Ratio,0.0116,'','',,1.0,Inconsequential,''
exp1102a,PAN-2016-FUL,48.0,'',NIST,D4011.A,Braced,Steel,'',"Dynamic, uniaxial",CNP100 : 1994 Northridge–Canoga Park–100%,100% scale,California,'',NFPA - 13 (2010),"Full-scale fire sprinkler piping system, Concrete floor, beams and columns,  steel pipes, pressurized, Riser and the main pipe: groove fit,
other joints: threaded, No ceiling interaction, Braced according to NFPA-13 (2010)",Rotation of the riser around grooved joints at floor junction,'',,Story Drift Ratio,Ratio,0.0047,"Peak Floor Acceleration, horizontal",g,0.44,1.0,Consequential,''
exp1103a,PAN-2016-FUL,48.0,'',NIST,D4011.A,Braced,Steel,'',"Dynamic, uniaxial",LAC1001994 Northridge–LA City Terrace–100%,100% scale,California,'',NFPA - 13 (2010),"Full-scale fire sprinkler piping system, Concrete floor, beams and columns,  steel pipes, pressurized, Riser and the main pipe: groove fit,
other joints: threaded, No ceiling interaction, Braced according to NFPA-13 (2010)",Displacement of the mineral wool at penetration locations,Rotation of the riser around grooved joints at floor junction,No,Story Drift Ratio,Ratio,0.0056,"Peak Floor Acceleration, horizontal",g,0.38,1.0,Consequential,''
exp1104a,PAN-2016-FUL,48.0,'',NIST,D2091.A,'','','',"Dynamic, uniaxial",DEN100,Peak base input acceleration = 0.80g,"NHERI, U of California San Diego",'',PIDR = 2.5% for building,"Rigid Schdeule 40 steel black iron piping, 1"" dia riser pipe","Fracture at the connection between the T-joint and the rigid pipe, loss of gas pressure",'',,Story Drift Ratio,Ratio,0.0556,'','',,3.0,Consequential,''
exp1105a,RAH-2014-SYS,P2-F,'',NIST,C1011.A,Full height - Fixed,CFS,'',"Dynamic, uniaxial","1. A set of ramp-up table motions were generated using an analytical procedure in order to achieve the target motions on the desired levels.
2. These levels were the second floor, for the first seven motions of the linear tests, and the shake table for other cases (nonlinear tests and the last two motions of linear tests).
3. The AC156 spectrum with the maximum parameters of ARIG-H=2.0g, AFLX-H=4.0g, SDS=2.5g, and z/h=0.5 was considered as the target spectrum for the full-scale motion. In total, 59 uniaxial motions were applied in longitudinal direction during eight experiments",100% scale,UNR-NEES site,ASTM C754-11,'',"1. 5/8-in. gypsum boards and the CEMCO ViperStud drywall framing system (350VS125-18/30 and 350VT125-18/30).
2. Studs were located 24 in. apart, attached to the gypsum boards by #6 drywall screws spaced 12 in. in the field and 8 in. at boundaries
3. Partition wall tracks were fastened to concrete slabs using 0.157-in diameter, fully knurled shank Hilti X-U Universal Powder-Actuated Fasteners (PAFs).
4. All walls were designed per ASTM C754-11
5. Full connection: steel studs scred to runners, gypsum boards attached to runners and steel studs
6. Stud thickness 25 Ga.",Popping out or rocking of gypsum board screws,'',,Story Drift Ratio,Ratio,0.0047,'','',,,Inconsequential,''
exp1106a,RAH-2014-SYS,P2-F,'',NIST,C1011.A,Full height - Fixed,CFS,'',"Dynamic, uniaxial","1. A set of ramp-up table motions were generated using an analytical procedure in order to achieve the target motions on the desired levels.
2. These levels were the second floor, for the first seven motions of the linear tests, and the shake table for other cases (nonlinear tests and the last two motions of linear tests).
3. The AC156 spectrum with the maximum parameters of ARIG-H=2.0g, AFLX-H=4.0g, SDS=2.5g, and z/h=0.5 was considered as the target spectrum for the full-scale motion. In total, 59 uniaxial motions were applied in longitudinal direction during eight experiments",100% scale,UNR-NEES site,ASTM C754-11,'',"1. 5/8-in. gypsum boards and the CEMCO ViperStud drywall framing system (350VS125-18/30 and 350VT125-18/30).
2. Studs were located 24 in. apart, attached to the gypsum boards by #6 drywall screws spaced 12 in. in the field and 8 in. at boundaries
3. Partition wall tracks were fastened to concrete slabs using 0.157-in diameter, fully knurled shank Hilti X-U Universal Powder-Actuated Fasteners (PAFs).
4. All walls were designed per ASTM C754-11
5. Full connection: steel studs scred to runners, gypsum boards attached to runners and steel studs
6. Stud thickness 25 Ga.",Damage along corner beads and boundary studs,'',,Story Drift Ratio,Ratio,0.0075,'','',,,Consequential,''
