id,reference_id,p58_fragility,component_id,comp_detail,material,size_class,comp_description
D2021.014b,FEM-2018-SEI,D2021.014b,D2022.A,'','','',"Cold or Hot Potable - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F (OSHPD or sim), BRACING FRAGILITY - Potable water. Costing based upon 1000 ft segments."
D2021.021a,FEM-2018-SEI,D2021.021a,D2022.A,'','','',"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC A or B, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments."
D2021.022a,FEM-2018-SEI,D2021.022a,D2022.A,'','','',"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC C, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments."
D2021.023a,FEM-2018-SEI,D2021.023a,D2022.A,'','','',"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC D,E,F, PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments."
D2021.023b,FEM-2018-SEI,D2021.023b,D2022.A,'','','',"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC D,E,F, BRACING FRAGILITY - Potable water. Costing based upon 1000 ft segments."
D2021.024a,FEM-2018-SEI,D2021.024a,D2022.A,'','','',"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC D,E,F (OSPHD or sim), PIPING FRAGILITY - Potable water. Costing based upon 1000 ft segments."
D2021.024b,FEM-2018-SEI,D2021.024b,D2022.A,'','','',"Cold or Hot Potable Water Piping (dia > 2.5 inches), SDC D,E,F (OSPHD or sim), BRACING FRAGILITY - Potable water. Costing based upon 1000 ft segments."
D2022.011a,FEM-2018-SEI,D2022.011a,D3044.A,'','','',"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC A or B, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2022.011b,FEM-2018-SEI,D2022.011b,D3044.A,'','','',"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC A or B, BRACING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2022.012a,FEM-2018-SEI,D2022.012a,D3044.A,'','','',"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC C, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2022.012b,FEM-2018-SEI,D2022.012b,D3044.A,'','','',"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC C, BRACING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2022.013a,FEM-2018-SEI,D2022.013a,D3044.A,'','','',"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2022.013b,FEM-2018-SEI,D2022.013b,D3044.A,'','','',"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F, BRACING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2022.014a,FEM-2018-SEI,D2022.014a,D3044.A,'','','',"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F (OSHPD or sim), PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2022.014b,FEM-2018-SEI,D2022.014b,D3044.A,'','','',"Heating hot Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F (OSHPD or sim), BRACING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2022.021a,FEM-2018-SEI,D2022.021a,D3044.A,'','','',"Heating hot Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC A or B, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2022.022a,FEM-2018-SEI,D2022.022a,D3044.A,'','','',"Heating hot Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC C, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2022.023a,FEM-2018-SEI,D2022.023a,D3044.A,'','','',"Heating hot Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC D, E, or F, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2022.023b,FEM-2018-SEI,D2022.023b,D3044.A,'','','',"Heating hot Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC D, E, or F, BRACING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2022.024a,FEM-2018-SEI,D2022.024a,D3044.A,'','','',"Heating hot Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC D, E, or F (OSHPD or sim), PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2022.024b,FEM-2018-SEI,D2022.024b,D3044.A,'','','',"Heating hot Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC D, E, or F (OSHPD or sim), BRACING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2031.011b,FEM-2018-SEI,D2031.011b,D2031.A,'','','',"Sanitary Waste Piping - Cast Iron w/flexible couplings, SDC A,B, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe"
D2031.012b,FEM-2018-SEI,D2031.012b,D2031.A,'','','',"Sanitary Waste Piping - Cast Iron w/flexible couplings, SDC C, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe"
D2031.013b,FEM-2018-SEI,D2031.013b,D2031.A,'','','',"Sanitary Waste Piping - Cast Iron w/flexible couplings, SDC D,E,F, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe"
D2031.014b,FEM-2018-SEI,D2031.014b,D2031.A,'','','',"Sanitary Waste Piping - Cast Iron w/flexible couplings, SDC D,E,F (OSHPD or sim), BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe"
D2031.021a,FEM-2018-SEI,D2031.021a,D2031.A,'','','',"Sanitary Waste Piping - Cast Iron w/bell and spigot couplings, SDC A,B, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe"
D2031.021b,FEM-2018-SEI,D2031.021b,D2031.A,'','','',"Sanitary Waste Piping - Cast Iron w/bell and spigot couplings, SDC A,B, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe"
D2031.022a,FEM-2018-SEI,D2031.022a,D2031.A,'','','',"Sanitary Waste Piping - Cast Iron w/bell and spigot couplings, SDC C, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe"
D2031.022b,FEM-2018-SEI,D2031.022b,D2031.A,'','','',"Sanitary Waste Piping - Cast Iron w/bell and spigot couplings, SDC C, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe"
D2031.023a,FEM-2018-SEI,D2031.023a,D2031.A,'','','',"Sanitary Waste Piping - Cast Iron w/bell and spigot couplings, SDC D,E,F, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe"
D2031.023b,FEM-2018-SEI,D2031.023b,D2031.A,'','','',"Sanitary Waste Piping - Cast Iron w/bell and spigot couplings, SDC D,E,F, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe"
D2031.024a,FEM-2018-SEI,D2031.024a,D2031.A,'','','',"Sanitary Waste Piping - Cast Iron w/bell and spigot couplings, SDC D,E,F (OSHPD or sim), PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe"
D2031.024b,FEM-2018-SEI,D2031.024b,D2031.A,'','','',"Sanitary Waste Piping - Cast Iron w/bell and spigot couplings, SDC D,E,F (OSHPD or sim), BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe"
D2051.011a,FEM-2018-SEI,D2051.011a,D3045.A,'','','',"Chilled Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC A or B, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2051.011b,FEM-2018-SEI,D2051.011b,D3045.A,'','','',"Chilled Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC A or B, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2051.012a,FEM-2018-SEI,D2051.012a,D3045.A,'','','',"Chilled Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC C, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2051.012b,FEM-2018-SEI,D2051.012b,D3045.A,'','','',"Chilled Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC C, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2051.013a,FEM-2018-SEI,D2051.013a,D3045.A,'','','',"Chilled Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2051.013b,FEM-2018-SEI,D2051.013b,D3045.A,'','','',"Chilled Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2051.014a,FEM-2018-SEI,D2051.014a,D3045.A,'','','',"Chilled Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F (OSHPD or sim), PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2051.014b,FEM-2018-SEI,D2051.014b,D3045.A,'','','',"Chilled Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F (OSHPD or sim), BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2051.021a,FEM-2018-SEI,D2051.021a,D3045.A,'','','',"Chilled Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC A or B, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe greater than 2.5 inches in diameter"
D2051.021b,FEM-2018-SEI,D2051.021b,D3045.A,'','','',"Chilled Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC A or B, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe greater than 2.5 inches in diameter"
D2051.022a,FEM-2018-SEI,D2051.022a,D3045.A,'','','',"Chilled Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC C, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe greater than 2.5 inches in diameter"
D2051.023a,FEM-2018-SEI,D2051.023a,D3045.A,'','','',"Chilled Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC D, E, or F, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe greater than 2.5 inches in diameter"
D2051.023b,FEM-2018-SEI,D2051.023b,D3045.A,'','','',"Chilled Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC D, E, or F, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe greater than 2.5 inches in diameter"
D2051.024a,FEM-2018-SEI,D2051.024a,D3045.A,'','','',"Chilled Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC D, E, or F (OSHPD or sim), PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe greater than 2.5 inches in diameter"
D2051.024b,FEM-2018-SEI,D2051.024b,D3045.A,'','','',"Chilled Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC D, E, or F (OSHPD or sim), BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe greater than 2.5 inches in diameter"
D2061.011a,FEM-2018-SEI,D2061.011a,D3043.A,'','','',"Steam Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC A or B, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2061.011b,FEM-2018-SEI,D2061.011b,D3043.A,'','','',"Steam Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC A or B, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2061.012a,FEM-2018-SEI,D2061.012a,D3043.A,'','','',"Steam Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC C, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2061.012b,FEM-2018-SEI,D2061.012b,D3043.A,'','','',"Steam Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC C, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2061.013a,FEM-2018-SEI,D2061.013a,D3043.A,'','','',"Steam Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2061.013b,FEM-2018-SEI,D2061.013b,D3043.A,'','','',"Steam Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2061.014a,FEM-2018-SEI,D2061.014a,D3043.A,'','','',"Steam Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F (OSHPD or sim), PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2061.014b,FEM-2018-SEI,D2061.014b,D3043.A,'','','',"Steam Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F (OSHPD or sim), BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less"
D2061.021a,FEM-2018-SEI,D2061.021a,D3043.A,'','','',"Steam Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC A or B, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe greater than 2.5 inches in diameter"
D2061.022a,FEM-2018-SEI,D2061.022a,D3043.A,'','','',"Steam Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC C, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe greater than 2.5 inches in diameter"
